,Unnamed: 0,Unnamed: 0.1,Auswärtsteam,Datum,Heimteam,Rang Auswärtsteam,Rang Heimteam,Runde,Saison,Spielzeit,Tag,Zeit,tore_aus,tore_heim,zuschauer,punkteaus,punkteheim,Grasshoppers,Wil,Thun,Aarau,Servette,Lausanne,Basel,Sion,Luzern,Zürich,Bellinzona,YB,Vaduz,Xamax,Lugano,St.Gallen,Schaffhausen,Yverdon
307,308,308,Grasshoppers,12.08.2007,Luzern,6,5,5,2007/2008,2007-08-12 16:00:00,Sun,16:00,3,3,13000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1194,1310,1310,Aarau,12.08.2007,Thun,9,8,5,2007/2008,2007-08-12 16:00:00,Sun,16:00,5,2,4850,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,309,309,Luzern,18.08.2007,Aarau,7,6,6,2007/2008,2007-08-18 17:45:00,Sat,17:45,0,0,7400,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,111,111,Xamax,18.08.2007,St.Gallen,5,0,6,2007/2008,2007-08-18 17:45:00,Sat,17:45,1,2,8000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2214,2991,2991,Zürich,19.08.2007,Sion,1,2,6,2007/2008,2007-08-19 16:00:00,Sun,16:00,5,0,15300,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1533,1775,1775,Basel,19.08.2007,Grasshoppers,3,8,6,2007/2008,2007-08-19 16:00:00,Sun,16:00,0,2,12700,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,1311,1311,Thun,19.08.2007,YB,9,4,6,2007/2008,2007-08-19 16:00:00,Sun,16:00,0,0,23547,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2215,2992,2992,YB,25.08.2007,Zürich,4,1,7,2007/2008,2007-08-25 17:45:00,Sat,17:45,1,5,17400,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
309,310,310,Basel,25.08.2007,Luzern,2,8,7,2007/2008,2007-08-25 17:45:00,Sat,17:45,4,2,10287,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
112,112,112,Aarau,25.08.2007,Xamax,7,6,7,2007/2008,2007-08-25 17:45:00,Sat,17:45,1,2,5220,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1196,1312,1312,Grasshoppers,26.08.2007,Thun,5,9,7,2007/2008,2007-08-26 16:00:00,Sun,16:00,0,1,4100,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,846,846,Sion,26.08.2007,St.Gallen,3,1,7,2007/2008,2007-08-26 16:00:00,Sun,16:00,0,1,9000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2216,2993,2993,Zürich,01.09.2007,Aarau,1,8,8,2007/2008,2007-09-01 17:45:00,Sat,17:45,1,1,7100,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,113,113,Xamax,01.09.2007,Grasshoppers,3,6,8,2007/2008,2007-09-01 17:45:00,Sat,17:45,2,1,11700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1197,1313,1313,Thun,02.09.2007,Basel,7,2,8,2007/2008,2007-09-02 16:00:00,Sun,16:00,1,2,22119,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
811,847,847,St.Gallen,02.09.2007,YB,1,5,8,2007/2008,2007-09-02 16:00:00,Sun,16:00,1,3,13014,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
310,311,311,Sion,03.09.2007,Luzern,4,9,8,2007/2008,2007-09-03 19:45:00,Mon,19:45,1,1,6958,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
812,848,848,Aarau,22.09.2007,St.Gallen,7,1,9,2007/2008,2007-09-22 17:45:00,Sat,17:45,1,1,8500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
311,312,312,Luzern,22.09.2007,Thun,8,9,9,2007/2008,2007-09-22 17:45:00,Sat,17:45,1,0,4150,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1534,1778,1778,Grasshoppers,23.09.2007,Zürich,6,1,9,2007/2008,2007-09-23 15:00:00,Sun,15:00,0,4,25200,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
114,114,114,Basel,23.09.2007,Xamax,2,3,9,2007/2008,2007-09-23 16:00:00,Sun,16:00,3,0,11977,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2405,3494,3494,YB,23.09.2007,Sion,4,5,9,2007/2008,2007-09-23 16:00:00,Sun,16:00,2,1,13800,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2406,3495,3495,Aarau,26.09.2007,YB,7,3,10,2007/2008,2007-09-26 19:45:00,Wed,19:45,1,4,9322,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
115,115,115,Luzern,26.09.2007,Xamax,5,4,10,2007/2008,2007-09-26 19:45:00,Wed,19:45,3,3,4301,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
813,849,849,Grasshoppers,26.09.2007,St.Gallen,8,1,10,2007/2008,2007-09-26 19:45:00,Wed,19:45,3,5,8500,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1956,2459,2459,Basel,26.09.2007,Zürich,2,1,10,2007/2008,2007-09-26 20:15:00,Wed,20:15,2,2,14500,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1198,1315,1315,Thun,27.09.2007,Sion,9,6,10,2007/2008,2007-09-27 19:45:00,Thu,19:45,1,2,8500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1535,1780,1780,YB,29.09.2007,Grasshoppers,3,9,11,2007/2008,2007-09-29 17:45:00,Sat,17:45,3,3,5800,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
312,314,314,Zürich,29.09.2007,Luzern,1,6,11,2007/2008,2007-09-29 17:45:00,Sat,17:45,2,2,10096,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
116,116,116,Xamax,30.09.2007,Thun,4,0,11,2007/2008,2007-09-30 16:00:00,Sun,16:00,1,1,4100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2589,4228,4228,Sion,30.09.2007,Aarau,5,8,11,2007/2008,2007-09-30 16:00:00,Sun,16:00,0,2,4900,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,850,850,St.Gallen,30.09.2007,Basel,7,2,11,2007/2008,2007-09-30 16:00:00,Sun,16:00,0,3,23491,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
815,851,851,Thun,06.10.2007,St.Gallen,0,8,12,2007/2008,2007-10-06 17:45:00,Sat,17:45,4,0,8400,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,315,315,Luzern,06.10.2007,YB,6,3,12,2007/2008,2007-10-06 17:45:00,Sat,17:45,1,6,14677,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1536,1781,1781,Grasshoppers,07.10.2007,Sion,9,5,12,2007/2008,2007-10-07 16:00:00,Sun,16:00,1,0,9800,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,2461,2461,Basel,07.10.2007,Aarau,1,7,12,2007/2008,2007-10-07 16:00:00,Sun,16:00,3,0,8900,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
117,117,117,Xamax,07.10.2007,Zürich,4,2,12,2007/2008,2007-10-07 16:00:00,Sun,16:00,0,1,11700,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1537,1782,1782,Aarau,27.10.2007,Grasshoppers,9,8,13,2007/2008,2007-10-27 17:45:00,Sat,17:45,1,1,5900,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,118,Sion,27.10.2007,Xamax,5,4,13,2007/2008,2007-10-27 17:45:00,Sat,17:45,3,1,8889,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
314,316,316,St.Gallen,27.10.2007,Luzern,0,6,13,2007/2008,2007-10-27 17:45:00,Sat,17:45,1,1,7297,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1199,1318,1318,Zürich,28.10.2007,Thun,2,7,13,2007/2008,2007-10-28 17:00:00,Sun,17:00,1,1,4550,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1958,2462,2462,YB,28.10.2007,Basel,3,1,13,2007/2008,2007-10-28 20:30:00,Sun,20:30,0,4,24720,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
816,853,853,Zürich,31.10.2007,St.Gallen,2,1,14,2007/2008,2007-10-31 19:45:00,Wed,19:45,3,2,10100,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1959,2463,2463,Basel,31.10.2007,Sion,1,4,14,2007/2008,2007-10-31 19:45:00,Wed,19:45,1,1,10500,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
315,317,317,Luzern,31.10.2007,Grasshoppers,6,8,14,2007/2008,2007-10-31 19:45:00,Wed,19:45,1,1,4900,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,119,119,Xamax,01.11.2007,YB,5,3,14,2007/2008,2007-11-01 19:45:00,Thu,19:45,2,3,9645,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1200,1319,1319,Thun,01.11.2007,Aarau,7,9,14,2007/2008,2007-11-01 19:45:00,Thu,19:45,0,5,4700,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,1784,1784,Grasshoppers,03.11.2007,Basel,8,1,15,2007/2008,2007-11-03 18:45:00,Sat,18:45,0,2,24851,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2217,3000,3000,Sion,03.11.2007,Zürich,4,2,15,2007/2008,2007-11-03 18:45:00,Sat,18:45,1,4,11700,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
316,318,318,Aarau,04.11.2007,Luzern,5,7,15,2007/2008,2007-11-04 17:00:00,Sun,17:00,0,0,9276,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,120,120,St.Gallen,04.11.2007,Xamax,0,6,15,2007/2008,2007-11-04 17:00:00,Sun,17:00,1,1,6028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1201,1320,1320,YB,04.11.2007,Thun,3,9,15,2007/2008,2007-11-04 17:00:00,Sun,17:00,0,0,6800,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
817,855,855,St.Gallen,10.11.2007,Sion,1,4,16,2007/2008,2007-11-10 17:45:00,Sat,17:45,1,5,9000,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1202,1321,1321,Thun,10.11.2007,Grasshoppers,9,8,16,2007/2008,2007-11-10 17:45:00,Sat,17:45,1,2,4500,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,319,319,Luzern,11.11.2007,Basel,7,1,16,2007/2008,2007-11-11 16:00:00,Sun,16:00,2,3,21557,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2218,3001,3001,Zürich,11.11.2007,YB,2,3,16,2007/2008,2007-11-11 16:00:00,Sun,16:00,1,1,18151,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
121,121,121,Xamax,11.11.2007,Aarau,6,5,16,2007/2008,2007-11-11 17:00:00,Sun,17:00,2,3,5200,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,856,856,YB,01.12.2007,St.Gallen,3,1,17,2007/2008,2007-12-01 17:45:00,Sat,17:45,7,2,9100,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
318,320,320,Luzern,01.12.2007,Sion,8,4,17,2007/2008,2007-12-01 17:45:00,Sat,17:45,0,0,9000,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
122,122,122,Grasshoppers,01.12.2007,Xamax,6,7,17,2007/2008,2007-12-01 18:45:00,Sat,18:45,1,4,5110,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2219,3002,3002,Aarau,02.12.2007,Zürich,5,2,17,2007/2008,2007-12-02 16:00:00,Sun,16:00,1,0,15800,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,1322,1322,Basel,02.12.2007,Thun,1,9,17,2007/2008,2007-12-02 16:00:00,Sun,16:00,2,0,5000,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
319,321,321,Thun,08.12.2007,Luzern,9,8,18,2007/2008,2007-12-08 17:45:00,Sat,17:45,2,1,5503,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,857,857,St.Gallen,08.12.2007,Aarau,1,4,18,2007/2008,2007-12-08 17:45:00,Sat,17:45,2,2,6300,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2407,3503,3503,Sion,09.12.2007,YB,5,3,18,2007/2008,2007-12-09 16:00:00,Sun,16:00,0,1,15152,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1539,1787,1787,Zürich,09.12.2007,Grasshoppers,2,7,18,2007/2008,2007-12-09 16:00:00,Sun,16:00,1,2,14300,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,123,Xamax,09.12.2007,Basel,6,1,18,2007/2008,2007-12-09 17:00:00,Sun,17:00,1,0,22022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1204,1324,1324,Thun,02.02.2008,Zürich,9,2,19,2007/2008,2008-02-02 17:45:00,Sat,17:45,0,1,8400,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1540,1788,1788,Grasshoppers,02.02.2008,Sion,7,6,19,2007/2008,2008-02-02 17:45:00,Sat,17:45,2,0,9000,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,2468,2468,Basel,03.02.2008,YB,1,3,19,2007/2008,2008-02-03 16:00:00,Sun,16:00,0,2,19768,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
124,124,124,Luzern,03.02.2008,Xamax,8,5,19,2007/2008,2008-02-03 16:00:00,Sun,16:00,1,0,4839,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
820,858,858,St.Gallen,03.02.2008,Aarau,1,4,19,2007/2008,2008-02-03 16:00:00,Sun,16:00,1,3,5400,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,859,859,Zürich,09.02.2008,St.Gallen,2,1,20,2007/2008,2008-02-09 17:45:00,Sat,17:45,0,1,10000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
125,125,125,Xamax,09.02.2008,Basel,6,1,20,2007/2008,2008-02-09 17:45:00,Sat,17:45,0,3,17845,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
320,323,323,Aarau,10.02.2008,Luzern,4,8,20,2007/2008,2008-02-10 16:00:00,Sun,16:00,0,2,9585,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1205,1325,1325,Sion,10.02.2008,Thun,7,9,20,2007/2008,2008-02-10 16:00:00,Sun,16:00,2,2,4300,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1541,1789,1789,YB,10.02.2008,Grasshoppers,3,5,20,2007/2008,2008-02-10 16:00:00,Sun,16:00,3,3,6400,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
321,324,324,Luzern,16.02.2008,Thun,7,9,21,2007/2008,2008-02-16 17:45:00,Sat,17:45,1,0,4200,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
822,860,860,St.Gallen,16.02.2008,Sion,1,6,21,2007/2008,2008-02-16 17:45:00,Sat,17:45,2,1,8800,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1542,1790,1790,Grasshoppers,17.02.2008,Aarau,5,4,21,2007/2008,2008-02-17 16:00:00,Sun,16:00,2,1,6200,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,2470,2470,Basel,17.02.2008,Zürich,1,3,21,2007/2008,2008-02-17 16:00:00,Sun,16:00,1,1,14100,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
126,126,126,YB,17.02.2008,Xamax,2,8,21,2007/2008,2008-02-17 16:00:00,Sun,16:00,1,3,6520,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
127,127,127,Xamax,23.02.2008,Grasshoppers,7,5,22,2007/2008,2008-02-23 17:45:00,Sat,17:45,0,2,4600,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,861,861,Thun,23.02.2008,St.Gallen,0,9,22,2007/2008,2008-02-23 17:45:00,Sat,17:45,0,3,10500,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
322,325,325,Zürich,24.02.2008,Luzern,2,6,22,2007/2008,2008-02-24 16:00:00,Sun,16:00,1,2,12654,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2408,3507,3507,Sion,24.02.2008,YB,8,3,22,2007/2008,2008-02-24 16:00:00,Sun,16:00,1,3,13296,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1962,2471,2471,Aarau,24.02.2008,Basel,4,1,22,2007/2008,2008-02-24 16:00:00,Sun,16:00,1,2,20521,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2409,3508,3508,YB,01.03.2008,Aarau,2,6,23,2007/2008,2008-03-01 17:45:00,Sat,17:45,2,0,5200,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
323,326,326,Luzern,01.03.2008,St.Gallen,5,9,23,2007/2008,2008-03-01 17:45:00,Sat,17:45,1,2,11300,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
128,128,128,Xamax,02.03.2008,Sion,7,8,23,2007/2008,2008-03-02 14:00:00,Sun,14:00,0,2,10500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1543,1792,1792,Grasshoppers,02.03.2008,Zürich,4,3,23,2007/2008,2008-03-02 16:00:00,Sun,16:00,0,1,14400,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1206,1328,1328,Basel,02.03.2008,Thun,1,1,23,2007/2008,2008-03-02 16:00:00,Sun,16:00,3,1,5050,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1207,1329,1329,Thun,08.03.2008,Grasshoppers,1,4,24,2007/2008,2008-03-08 17:45:00,Sat,17:45,0,4,4100,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,327,327,Sion,08.03.2008,Luzern,7,5,24,2007/2008,2008-03-08 17:45:00,Sat,17:45,1,1,7562,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
824,863,863,St.Gallen,09.03.2008,Basel,9,1,24,2007/2008,2008-03-09 16:00:00,Sun,16:00,1,2,22460,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2220,3009,3009,Zürich,09.03.2008,YB,3,2,24,2007/2008,2008-03-09 16:00:00,Sun,16:00,0,3,15122,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
129,129,129,Aarau,09.03.2008,Xamax,6,8,24,2007/2008,2008-03-09 16:00:00,Sun,16:00,2,1,4682,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,864,864,St.Gallen,14.03.2008,YB,9,2,25,2007/2008,2008-03-14 19:45:00,Fri,19:45,0,3,26122,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
325,328,328,Luzern,15.03.2008,Grasshoppers,6,4,25,2007/2008,2008-03-15 17:45:00,Sat,17:45,0,2,5200,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,130,Thun,15.03.2008,Xamax,0,8,25,2007/2008,2008-03-15 17:45:00,Sat,17:45,2,0,4177,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,2474,2474,Basel,16.03.2008,Sion,1,7,25,2007/2008,2008-03-16 16:00:00,Sun,16:00,2,4,13000,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2221,3010,3010,Zürich,16.03.2008,Aarau,3,5,25,2007/2008,2008-03-16 16:00:00,Sun,16:00,0,1,6100,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,329,329,YB,18.03.2008,Luzern,2,7,26,2007/2008,2008-03-18 19:45:00,Tue,19:45,3,0,7466,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
131,131,131,Xamax,18.03.2008,St.Gallen,8,9,26,2007/2008,2008-03-18 19:45:00,Tue,19:45,0,0,10000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1544,1795,1795,Grasshoppers,19.03.2008,Basel,4,1,26,2007/2008,2008-03-19 19:45:00,Wed,19:45,1,2,22019,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2222,3011,3011,Sion,19.03.2008,Zürich,6,3,26,2007/2008,2008-03-19 19:45:00,Wed,19:45,1,2,8400,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1208,1331,1331,Aarau,19.03.2008,Thun,5,1,26,2007/2008,2008-03-19 19:45:00,Wed,19:45,1,1,3800,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,330,330,Luzern,22.03.2008,Basel,7,1,27,2007/2008,2008-03-22 17:45:00,Sat,17:45,0,1,20331,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
132,132,132,Zürich,22.03.2008,Xamax,3,8,27,2007/2008,2008-03-22 17:45:00,Sat,17:45,1,3,4265,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1209,1332,1332,Thun,22.03.2008,YB,1,2,27,2007/2008,2008-03-22 17:45:00,Sat,17:45,2,4,18288,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
826,866,866,St.Gallen,22.03.2008,Grasshoppers,9,4,27,2007/2008,2008-03-22 17:45:00,Sat,17:45,3,2,5400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2590,4244,4244,Sion,22.03.2008,Aarau,6,5,27,2007/2008,2008-03-22 17:45:00,Sat,17:45,0,2,4700,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,867,867,Grasshoppers,29.03.2008,St.Gallen,5,9,28,2007/2008,2008-03-29 17:45:00,Sat,17:45,2,0,11300,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,331,331,Basel,29.03.2008,Luzern,1,7,28,2007/2008,2008-03-29 17:45:00,Sat,17:45,0,1,11632,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
133,133,133,Xamax,30.03.2008,Zürich,8,3,28,2007/2008,2008-03-30 16:00:00,Sun,16:00,1,2,8800,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1210,1333,1333,YB,30.03.2008,Thun,2,1,28,2007/2008,2008-03-30 16:00:00,Sun,16:00,4,0,8850,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2591,4245,4245,Aarau,30.03.2008,Sion,4,6,28,2007/2008,2008-03-30 16:00:00,Sun,16:00,0,1,9800,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1545,1798,1798,Basel,02.04.2008,Grasshoppers,2,4,29,2007/2008,2008-04-02 18:45:00,Wed,18:45,1,1,6700,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1211,1334,1334,Thun,04.04.2008,Aarau,1,5,29,2007/2008,2008-04-04 19:45:00,Fri,19:45,0,3,5300,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,3014,3014,Zürich,04.04.2008,Sion,3,6,29,2007/2008,2008-04-04 19:45:00,Fri,19:45,3,3,11080,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
134,134,134,St.Gallen,04.04.2008,Xamax,9,8,29,2007/2008,2008-04-04 19:45:00,Fri,19:45,0,1,5009,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
135,135,135,Xamax,12.04.2008,Thun,8,0,30,2007/2008,2008-04-12 17:45:00,Sat,17:45,1,2,3550,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,869,869,YB,12.04.2008,St.Gallen,2,9,30,2007/2008,2008-04-12 17:45:00,Sat,17:45,0,2,11300,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1964,2479,2479,Sion,13.04.2008,Basel,7,1,30,2007/2008,2008-04-13 16:00:00,Sun,16:00,1,1,23113,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2224,3015,3015,Aarau,13.04.2008,Zürich,4,3,30,2007/2008,2008-04-13 16:00:00,Sun,16:00,0,0,9100,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
330,333,333,Grasshoppers,13.04.2008,Luzern,5,6,30,2007/2008,2008-04-13 16:00:00,Sun,16:00,0,0,10767,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
331,334,334,Luzern,16.04.2008,Sion,6,7,31,2007/2008,2008-04-16 19:45:00,Wed,19:45,0,0,9000,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
829,870,870,Basel,16.04.2008,St.Gallen,1,9,31,2007/2008,2008-04-16 19:45:00,Wed,19:45,4,1,11300,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1212,1336,1336,Grasshoppers,16.04.2008,Thun,5,1,31,2007/2008,2008-04-16 19:45:00,Wed,19:45,2,0,3750,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,3016,3016,YB,17.04.2008,Zürich,2,3,31,2007/2008,2008-04-17 19:45:00,Thu,19:45,2,1,8900,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
136,136,136,Xamax,17.04.2008,Aarau,8,4,31,2007/2008,2008-04-17 19:45:00,Thu,19:45,2,2,5150,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
332,335,335,St.Gallen,19.04.2008,Luzern,9,6,32,2007/2008,2008-04-19 17:45:00,Sat,17:45,0,1,8921,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
